3521670.7343176138 6.262941596412504E-13 21234.0 106
3476124.956198875 5.996024954668594E-13 17294.0 88
3473334.767227822 5.987880798112499E-13 19010.0 88
3448733.4496026286 5.831899253889078E-13 19712.0 88
3440762.7854357613 5.779856927001676E-13 20439.0 106
3435451.2038846486 5.776171272672017E-13 19689.0 106
3432577.123842743 5.762146850472074E-13 24688.0 106
3419028.352116828 5.677545303478931E-13 22328.0 88
3408059.697288403 5.612045571892503E-13 20474.0 106
3395416.1588890827 5.526899627237923E-13 26463.0 88
3373547.593803578 5.415186163797035E-13 25227.0 88
3373269.598006968 5.401596776530321E-13 27307.0 88
3357595.4397566924 5.31959510759633E-13 23681.0 106
3354906.443579469 5.318543964669945E-13 24189.0 106
3354378.414387093 5.271340579336157E-13 22122.0 88
3349069.389890556 5.267834159339974E-13 19005.0 88
3346196.067558767 5.253862848117398E-13 18211.0 88
3345980.6985120615 5.253742012252509E-13 17896.0 88
3321780.4902102295 5.110900593746856E-13 18197.0 88
3319829.8503637295 5.10615479499682E-13 17759.0 88
3309559.8170327907 5.065586664906193E-13 21458.0 88
3239784.429879907 4.8359955523603E-13 18433.0 106
3212578.007428985 4.698584260082157E-13 17947.0 106
3194539.6529954365 4.6125243927651E-13 17412.0 88
3151015.379103069 4.3921439350040533E-13 18953.0 88
3079627.45716369 4.037128827894377E-13 17406.0 78
3064884.7964805164 3.9909487242627554E-13 15722.0 88
3028257.001147861 3.785780675663059E-13 16657.0 78
3027958.791732416 3.7584662743057014E-13 16870.0 88
3025916.462158544 3.738834282320491E-13 16561.0 60
3015142.1221777075 3.7365186304286367E-13 17921.0 60
3012139.7136379243 3.7155918209217373E-13 18376.0 60
2983012.2242633915 3.562309516067859E-13 17853.0 60
2970064.2142828135 3.5236806765343875E-13 18184.0 60
2964574.8810551334 3.412021218536594E-13 19929.0 60
2951112.3026126334 3.40897406234547E-13 19713.0 60
2950217.053834169 3.402899479848486E-13 17487.0 60
