2932411.393935884 3.4000557635579386E-13 16386.0 60
2908349.2097031707 3.2994464516640186E-13 17554.0 60
2905244.9520064723 3.2737743276089607E-13 18112.0 60
2875150.392740802 3.0910459729260584E-13 16722.0 60
2844319.3905452923 2.9918395075472885E-13 15604.0 60
2830649.4787090467 2.914975152640822E-13 19055.0 60
2819952.7214985467 2.8727557616935155E-13 17358.0 60
2806587.294336688 2.807528314695858E-13 17171.0 60
2768934.4749205243 2.729476733836406E-13 17389.0 60
2744872.2906878106 2.628867421942485E-13 16687.0 60
2681259.8894448127 2.383778469599003E-13 15468.0 60
2679880.2657198245 2.278980573882824E-13 20067.0 60
2669183.5086974557 2.2459726864149301E-13 19254.0 60
2655818.081826252 2.1949766823985798E-13 16994.0 60
2653131.2412788486 2.1943369799587665E-13 18523.0 60
2618165.261931302 2.0934821550784084E-13 18579.0 60
2594103.0781773753 2.0163157896452072E-13 17151.0 60
2567416.6804104736 1.941427825755889E-13 16533.0 60
2530490.677399027 1.7939776111415182E-13 16448.0 60
2499874.173720261 1.537606113396824E-13 19166.0 0
2494713.56937434 1.5135427393525066E-13 21685.0 0
2470528.2726330054 1.4632335579287103E-13 24106.0 0
2457422.5987966997 1.4460363167433647E-13 19111.0 0
2454652.523668077 1.443364858288935E-13 18908.0 0
2445281.656430688 1.430277517282309E-13 18777.0 18
2436784.718527204 1.410553716060604E-13 19176.0 0
2434195.293442409 1.3969781627500503E-13 18659.0 0
2425902.8780978783 1.3869842842659882E-13 18378.0 0
2412722.53539171 1.3636678231391652E-13 18381.0 0
2409850.6111452486 1.3581643550811527E-13 18710.0 0
2404960.357158487 1.3488200609131895E-13 18938.0 0
2394328.620183327 1.3322049886566517E-13 18472.0 18
2393839.154584955 1.3145519592565988E-13 18521.0 0
2385851.05452015 1.3130198506237885E-13 18269.0 0
2376551.692423091 1.3019207766578063E-13 18382.0 0
2360459.4451535568 1.2719891575159949E-13 18924.0 0
2354109.927738426 1.2536006107085825E-13 18650.0 0
2333710.421476432 1.224746221372335E-13 19193.0 0
2298744.4413650334 1.0864907387115788E-13 17570.0 0
2274682.258369186 1.0464423718411834E-13 17651.0 0
2247995.86133798 1.0075764665315374E-13 18369.0 0
2218586.256284113 9.443504331249704E-14 17704.0 0
2180933.43541164 7.949932234474967E-14 16668.0 0
2154184.4120963397 7.654663883577093E-14 16375.0 0
2130184.855816995 7.372510730718566E-14 16495.0 0
2097656.7935406887 6.987183918734692E-14 18566.0 28
2075707.4277838457 6.758906741972328E-14 18450.0 18
2052565.1930774595 6.545848043660788E-14 18244.0 18
2037060.2343140075 6.409832892506548E-14 18375.0 0
1978958.6958648353 5.916183497757935E-14 18155.0 18
1940311.5023949973 5.567109648292154E-14 18385.0 0
1936704.7134242586 5.307738985167093E-14 20267.0 0
1934392.7641105705 5.12979511676312E-14 18344.0 0
1895912.439507905 4.827120710356035E-14 21626.0 0
1857237.8236037088 4.2809631628729525E-14 18037.0 0
1856183.2126613762 4.217607224875872E-14 18394.0 0
1834197.4380701836 4.123165606762447E-14 17551.0 0
1829496.8154946472 3.762591748080017E-14 18241.0 0
1807511.041038978 3.734506553665987E-14 17388.0 0
1738372.2106873754 3.2510722358418183E-14 16892.0 0
1734579.6817459685 3.011329631400007E-14 16652.0 0
1227298.41653454 2.611871364122715E-14 5839.0 46
1204156.1818281538 2.3988126658111754E-14 5874.0 46
1201480.6826169186 2.398395796160744E-14 6072.0 46
1161271.6698853471 2.0799587274078115E-14 5799.0 28
1158494.3215562738 2.0512217617215533E-14 5810.0 28
1135516.5624781218 1.8838970440865832E-14 5856.0 28
1133465.1807054179 1.8490847632294477E-14 6124.0 46
1122789.9471266002 1.8173253752156076E-14 5753.0 46
1107403.5635266383 1.7142811529095682E-14 5824.0 28
1084116.730286856 1.6758945802986264E-14 5126.0 28
1081688.4364363174 1.5293363691581E-14 6216.0 28
1057368.2682572047 1.4030673635163467E-14 5841.0 46
1032069.0798924715 1.2576633535140562E-14 6036.0 28
1026343.8389605617 1.2497240958352508E-14 5869.0 46
1010811.2337547421 1.2095464457220437E-14 5361.0 28
1002869.070912164 1.2073701879727517E-14 5076.0 28
998497.8438123442 1.1737785367947938E-14 4503.0 28
954877.8721805041 1.1575661266862036E-14 4522.0 46
931921.3776659009 1.0331444316873024E-14 4564.0 46
929245.222043541 1.0326824011580741E-14 4639.0 46
906351.3540311834 9.216839089030796E-15 4354.0 46
889337.866351055 8.518768527079915E-15 4287.0 28
886559.8616241114 8.29584748151147E-15 4322.0 28
869425.3537259294 7.722216534052829E-15 4691.0 46
869319.5536750539 7.473112774889833E-15 5950.0 28
851161.8571301748 6.837914737059307E-15 5437.0 28
786771.4589530837 5.541825799821753E-15 3804.0 28
763979.4400797636 4.81883862500517E-15 3782.0 28
723247.3014984207 2.7629676299469744E-15 4357.0 0
712998.641735459 2.6014627808132396E-15 4443.0 0
697717.2583117114 2.4014578465894263E-15 4411.0 0
664232.6073105417 1.6302348092603589E-15 8411.0 0
661619.6591215505 1.5241257399580012E-15 4393.0 0
661326.9306366548 1.402081063738603E-15 4973.0 0
659819.8683390153 1.2767588706078342E-15 5077.0 0
655256.6072322003 1.2466501482579214E-15 6003.0 0
638765.1905885414 1.2191654211774805E-15 7354.0 0
607701.5345617671 1.0285041413313372E-15 4365.0 18
592580.7345390075 9.494309734762932E-16 4753.0 0
580779.621003041 8.26593819064852E-16 4442.0 0
567050.6913522984 5.879211901187452E-16 4478.0 0
557179.9281779064 5.405810507833168E-16 5304.0 0
543747.8209121384 3.8150483956839325E-16 4495.0 0
476907.55114301306 3.2679889651979576E-16 4494.0 18
429214.4687980743 1.2566515828397178E-16 4713.0 18
417335.27556056896 9.366278408650141E-17 4952.0 0
414660.5178514835 9.339942386815423E-17 5768.0 0
412462.40678481205 7.727087390344797E-17 4865.0 0
392288.46878622886 6.766585446060018E-17 4000.0 18
392182.6687842546 5.799930382337159E-17 4641.0 0
390304.4067775283 4.1607393640318124E-17 4805.0 0
375430.6067763144 3.566348026312982E-17 4748.0 0
335629.02360476984 3.062972499025997E-19 4098.0 0
333709.000000812 1.1837291499363737E-24 4486.0 0
